kommune,locality,utm,N,E,date,month,year,site,stage,obs
Melhus,Fornes,32V,"7010691","565069",10.08.2022,august,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010709","565075",10.08.2022,august,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010757","565087",10.08.2022,august,"2022",Forn,stad3,"1"
Melhus,Fornes,32V,"7010659","565079",19.06.2023 08:49,juni,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010715","565085",19.06.2023 09:00,juni,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010718","565084",19.06.2023 09:01,juni,"2023",Forn,stad3,"13"
Melhus,Fornes,32V,"7010721","565085",19.06.2023 09:03,juni,"2023",Forn,stad3,"11"
Melhus,Fornes,32V,"7010721","565089",19.06.2023 09:04,juni,"2023",Forn,stad3,"5"
Melhus,Fornes,32V,"7010724","565090",19.06.2023 09:05,juni,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010727","565087",19.06.2023 09:06,juni,"2023",Forn,stad3,"3"
Melhus,Fornes,32V,"7010731","565089",19.06.2023 09:07,juni,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010729","565091",19.06.2023 09:07,juni,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010731","565091",19.06.2023 09:08,juni,"2023",Forn,stad3,"6"
Melhus,Fornes,32V,"7010733","565087",19.06.2023 09:10,juni,"2023",Forn,stad3,"3"
Melhus,Fornes,32V,"7010733","565085",19.06.2023 09:10,juni,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010743","565091",19.06.2023 09:14,juni,"2023",Forn,stad3,"4"
Melhus,Fornes,32V,"7010745","565090",19.06.2023 09:15,juni,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010755","565089",19.06.2023 09:19,juni,"2023",Forn,stad3,"3"
Melhus,Fornes,32V,"7010755","565086",19.06.2023 09:20,juni,"2023",Forn,stad3,"13"
Melhus,Fornes,32V,"7010756","565086",19.06.2023 09:21,juni,"2023",Forn,stad3,"7"
Melhus,Fornes,32V,"7010758","565085",19.06.2023 09:21,juni,"2023",Forn,stad3,"7"
Melhus,Fornes,32V,"7010759","565083",19.06.2023 09:21,juni,"2023",Forn,stad3,"7"
Melhus,Fornes,32V,"7010760","565085",19.06.2023 09:22,juni,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010768","565088",19.06.2023 09:23,juni,"2023",Forn,stad3,"7"
Melhus,Fornes,32V,"7010762","565082",19.06.2023 09:25,juni,"2023",Forn,stad3,"6"
Melhus,Fornes,32V,"7010757","565079",19.06.2023 09:27,juni,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010754","565081",19.06.2023 09:28,juni,"2023",Forn,stad3,"3"
Melhus,Fornes,32V,"7010755","565083",19.06.2023 09:30,juni,"2023",Forn,stad3,"15"
Melhus,Fornes,32V,"7010757","565083",19.06.2023 09:30,juni,"2023",Forn,stad3,"3"
Melhus,Fornes,32V,"7010753","565083",19.06.2023 09:31,juni,"2023",Forn,stad3,"5"
Melhus,Fornes,32V,"7010752","565086",19.06.2023 09:32,juni,"2023",Forn,stad3,"5"
Melhus,Fornes,32V,"7010751","565083",19.06.2023 09:32,juni,"2023",Forn,stad3,"6"
Melhus,Fornes,32V,"7010745","565077",19.06.2023 09:35,juni,"2023",Forn,stad3,"9"
Melhus,Fornes,32V,"7010743","565076",19.06.2023 09:36,juni,"2023",Forn,stad3,"30"
Melhus,Fornes,32V,"7010746","565075",19.06.2023 09:38,juni,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010737","565073",19.06.2023 09:39,juni,"2023",Forn,stad3,"3"
Melhus,Fornes,32V,"7010778","565064",19.06.2023 09:43,juni,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010779","565061",19.06.2023 09:44,juni,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010774","565088",19.06.2023 09:49,juni,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010759","565094",19.06.2023 09:51,juni,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010699","565083",20.07.2023 08:38,juli,"2023",Forn,stad3,"8"
Melhus,Fornes,32V,"7010707","565076",20.07.2023 08:46,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010714","565085",20.07.2023 08:48,juli,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010720","565088",20.07.2023 08:49,juli,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010724","565088",20.07.2023 08:50,juli,"2023",Forn,stad3,"9"
Melhus,Fornes,32V,"7010729","565088",20.07.2023 08:52,juli,"2023",Forn,stad3,"7"
Melhus,Fornes,32V,"7010731","565089",20.07.2023 08:53,juli,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010734","565092",20.07.2023 08:54,juli,"2023",Forn,stad3,"12"
Melhus,Fornes,32V,"7010729","565093",20.07.2023 08:55,juli,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010725","565092",20.07.2023 08:56,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010738","565094",20.07.2023 08:57,juli,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010740","565093",20.07.2023 08:59,juli,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010744","565095",20.07.2023 09:03,juli,"2023",Forn,stad3,"4"
Melhus,Fornes,32V,"7010749","565092",20.07.2023 09:07,juli,"2023",Forn,stad3,"8"
Melhus,Fornes,32V,"7010757","565089",20.07.2023 09:09,juli,"2023",Forn,stad3,"9"
Melhus,Fornes,32V,"7010755","565086",20.07.2023 09:12,juli,"2023",Forn,stad3,"8"
Melhus,Fornes,32V,"7010760","565087",20.07.2023 09:14,juli,"2023",Forn,stad3,"7"
Melhus,Fornes,32V,"7010761","565083",20.07.2023 09:15,juli,"2023",Forn,stad3,"8"
Melhus,Fornes,32V,"7010763","565084",20.07.2023 09:16,juli,"2023",Forn,stad3,"7"
Melhus,Fornes,32V,"7010760","565081",20.07.2023 09:18,juli,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010757","565084",20.07.2023 09:23,juli,"2023",Forn,stad3,"37"
Melhus,Fornes,32V,"7010755","565080",20.07.2023 09:24,juli,"2023",Forn,stad3,"3"
Melhus,Fornes,32V,"7010770","565087",20.07.2023 09:26,juli,"2023",Forn,stad3,"11"
Melhus,Fornes,32V,"7010762","565094",20.07.2023 09:29,juli,"2023",Forn,stad3,"3"
Melhus,Fornes,32V,"7010759","565094",20.07.2023 09:30,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010761","565096",20.07.2023 09:31,juli,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010749","565097",20.07.2023 09:35,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010754","565096",20.07.2023 09:37,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010763","565097",20.07.2023 09:38,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010747","565078",20.07.2023 09:44,juli,"2023",Forn,stad3,"25"
Melhus,Fornes,32V,"7010740","565074",20.07.2023 09:47,juli,"2023",Forn,stad3,"6"
Melhus,Fornes,32V,"7010765","565076",20.07.2023 09:50,juli,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010780","565067",20.07.2023 09:52,juli,"2023",Forn,stad3,"2"
Melhus,Fornes,32V,"7010784","565067",20.07.2023 09:54,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010782","565066",20.07.2023 09:55,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010783","565065",20.07.2023 09:55,juli,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010785","565063",20.07.2023 09:56,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010787","565066",20.07.2023 09:58,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010795","565059",20.07.2023 10:01,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010793","565059",20.07.2023 10:02,juli,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010799","565062",20.07.2023 10:03,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010807","565057",20.07.2023 10:06,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010809","565053",20.07.2023 10:07,juli,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010803","565049",20.07.2023 10:13,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010796","565056",20.07.2023 10:20,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010791","565062",20.07.2023 10:27,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010789","565061",20.07.2023 10:27,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010786","565061",20.07.2023 10:28,juli,"2023",Forn,stad3,"1"
Melhus,Fornes,32V,"7010707","565077",20.07.2023 10:36,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010700","565079",20.07.2023 10:38,juli,"2023",Forn,stad3,"12"
Melhus,Fornes,32V,"7010691","565077",20.07.2023 10:41,juli,"2023",Forn,stad3,"0"
Melhus,Fornes,32V,"7010692","565070",20.07.2023 10:42,juli,"2023",Forn,stad3,"1"
Melhus,Gravr<e5>k,32V,"7014497","562706",26.06.2019,juni,"2019",Grav,stad3,"1"
Melhus,Gravr<e5>k,32V,"7014497","562702",26.06.2019,juni,"2019",Grav,stad3,"1"
Melhus,Gravr<e5>k,32V,"7014494","562700",26.06.2019,juni,"2019",Grav,stad3,"1"
Melhus,Gravr<e5>k,32V,"7014454","562630",26.06.2019,juni,"2019",Grav,stad3,"2"
Melhus,Gravr<e5>k,32V,"7014494","562700",01.08.2019,august,"2019",Grav,stad3,"1"
Melhus,Gravr<e5>k,32V,"7014490","562700",01.08.2019,august,"2019",Grav,stad3,"5"
Melhus,Gravr<e5>k,32V,"7014479","562683",01.08.2019,august,"2019",Grav,stad3,"5"
Melhus,Gravr<e5>k,32V,"7014454","562630",01.08.2019,august,"2019",Grav,stad3,"4"
Melhus,Gravr<e5>k,32V,"7014506","562733",27.08.2019,august,"2019",Grav,stad3,"0"
Melhus,Gravr<e5>k,32V,"7014464","562650",29.06.2022,juni,"2022",Grav,stad3,"1"
Melhus,Gravr<e5>k,32V,"7014417","562569",29.06.2022,juni,"2022",Grav,stad3,"0"
Melhus,Gravr<e5>k,32V,"7014414","562570",29.06.2022,juni,"2022",Grav,stad3,"1"
Melhus,Gravr<e5>k,32V,"7014510","562733",11.08.2022,august,"2022",Grav,stad3,"0"
Melhus,Gravr<e5>k,32V,"7014479","562692",11.08.2022,august,"2022",Grav,stad3,"1"
Melhus,Gravr<e5>k,32V,"7014417","562569",11.08.2022,august,"2022",Grav,stad3,"6"
Melhus,Gravr<e5>k,32V,"7014414","562570",11.08.2022,august,"2022",Grav,stad3,"2"
Melhus,Gravr<e5>k,32V,"7014480","562686",16.07.2020,juli,"2020",Grav,stad3,"1"
Melhus,Gravr<e5>k,32V,"7014454","562636",16.07.2020,juli,"2020",Grav,stad3,"1"
Melhus,Gravr<e5>k,32V,"7014491","562714",17.06.2021,juni,"2021",Grav,stad3,"0"
Melhus,Gravr<e5>k,32V,"7014464","562648",10.08.2021,august,"2021",Grav,stad3,"4"
Melhus,Gravr<e5>k,32V,"7014416","562567",10.08.2021,august,"2021",Grav,stad3,"0"
Melhus,Gravr<e5>k,32V,"7014454","562635",20.06.2023 09:03,juni,"2023",Grav,stad3,"0"
Melhus,Gravr<e5>k,32V,"7014413","562577",20.06.2023 09:13,juni,"2023",Grav,stad3,"2"
Melhus,Gravr<e5>k,32V,"7014496","562700",15.08.2018,august,"2018",Grav,stad3,"0"
Melhus,Gravr<e5>k,32V,"7014483","562685",15.08.2018,august,"2018",Grav,stad3,"4"
Melhus,Gravr<e5>k,32V,"7014475","562659",15.08.2018,august,"2018",Grav,stad3,"0"
Melhus,Kregnesteigen,32V,"7013656","563148",17.08.2023 10:16,august,"2023",Kreg,stad3,"2"
Melhus,Kregnesteigen,32V,"7013657","563150",17.08.2023 10:19,august,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013656","563154",17.08.2023 10:22,august,"2023",Kreg,stad3,"3"
Melhus,Kregnesteigen,32V,"7013654","563155",17.08.2023 10:24,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013653","563160",17.08.2023 10:27,august,"2023",Kreg,stad3,"2"
Melhus,Kregnesteigen,32V,"7013651","563160",17.08.2023 10:28,august,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013650","563160",17.08.2023 10:29,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013650","563161",17.08.2023 10:30,august,"2023",Kreg,stad3,"6"
Melhus,Kregnesteigen,32V,"7013649","563163",17.08.2023 10:35,august,"2023",Kreg,stad3,"2"
Melhus,Kregnesteigen,32V,"7013650","563167",17.08.2023 10:39,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013652","563166",17.08.2023 10:41,august,"2023",Kreg,stad3,"2"
Melhus,Kregnesteigen,32V,"7013652","563169",17.08.2023 10:43,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013655","563169",17.08.2023 10:44,august,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013655","563168",17.08.2023 10:47,august,"2023",Kreg,stad3,"2"
Melhus,Kregnesteigen,32V,"7013654","563167",17.08.2023 10:48,august,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013653","563166",17.08.2023 10:48,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013656","563163",17.08.2023 10:50,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013655","563162",17.08.2023 10:51,august,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013653","563163",17.08.2023 10:51,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013654","563163",17.08.2023 10:52,august,"2023",Kreg,stad3,"2"
Melhus,Kregnesteigen,32V,"7013652","563160",17.08.2023 10:53,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013656","563160",17.08.2023 10:55,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013655","563156",17.08.2023 10:58,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013658","563150",17.08.2023 11:00,august,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013657","563147",17.08.2023 11:03,august,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013648","563210",17.08.2023 12:13,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013662","563195",17.08.2023 12:20,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013668","563180",17.08.2023 12:22,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013668","563159",17.08.2023 12:25,august,"2023",Kreg,stad3,"2"
Melhus,Kregnesteigen,32V,"7013677","563124",17.08.2023 12:29,august,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013672","563125",17.08.2023 12:30,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013678","563101",17.08.2023 12:34,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013678","563096",17.08.2023 12:35,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013680","563092",17.08.2023 12:36,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013667","563089",17.08.2023 12:37,august,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013675","563070",17.08.2023 12:41,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013667","563064",17.08.2023 12:46,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013666","563059",17.08.2023 12:46,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013659","563077",17.08.2023 12:51,august,"2023",Kreg,stad3,"18"
Melhus,Kregnesteigen,32V,"7013659","563063",17.08.2023 12:55,august,"2023",Kreg,stad3,"3"
Melhus,Kregnesteigen,32V,"7013652","563063",17.08.2023 12:59,august,"2023",Kreg,stad3,"22"
Melhus,Kregnesteigen,32V,"7013656","563059",17.08.2023 13:01,august,"2023",Kreg,stad3,"15"
Melhus,Kregnesteigen,32V,"7013656","563057",17.08.2023 13:03,august,"2023",Kreg,stad3,"11"
Melhus,Kregnesteigen,32V,"7013652","563056",17.08.2023 13:08,august,"2023",Kreg,stad3,"41"
Melhus,Kregnesteigen,32V,"7013656","563053",17.08.2023 13:10,august,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013650","563051",17.08.2023 13:12,august,"2023",Kreg,stad3,"32"
Melhus,Kregnesteigen,32V,"7013651","563046",17.08.2023 13:16,august,"2023",Kreg,stad3,"3"
Melhus,Kregnesteigen,32V,"7013653","563050",17.08.2023 13:17,august,"2023",Kreg,stad3,"29"
Melhus,Kregnesteigen,32V,"7013656","563051",17.08.2023 13:19,august,"2023",Kreg,stad3,"22"
Melhus,Kregnesteigen,32V,"7013658","563054",17.08.2023 13:23,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013653","563042",17.08.2023 13:29,august,"2023",Kreg,stad3,"7"
Melhus,Kregnesteigen,32V,"7013650","563045",17.08.2023 13:31,august,"2023",Kreg,stad3,"11"
Melhus,Kregnesteigen,32V,"7013649","563043",17.08.2023 13:31,august,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013651","563042",17.08.2023 13:34,august,"2023",Kreg,stad3,"11"
Melhus,Kregnesteigen,32V,"7013649","563040",17.08.2023 13:36,august,"2023",Kreg,stad3,"14"
Melhus,Kregnesteigen,32V,"7013653","563037",17.08.2023 13:38,august,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013651","563038",17.08.2023 13:40,august,"2023",Kreg,stad3,"21"
Melhus,Kregnesteigen,32V,"7013663","563041",17.08.2023 13:46,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013655","563030",17.08.2023 13:51,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013649","563019",17.08.2023 13:54,august,"2023",Kreg,stad3,"5"
Melhus,Kregnesteigen,32V,"7013650","563021",17.08.2023 13:55,august,"2023",Kreg,stad3,"6"
Melhus,Kregnesteigen,32V,"7013648","563022",17.08.2023 13:57,august,"2023",Kreg,stad3,"5"
Melhus,Kregnesteigen,32V,"7013647","563020",17.08.2023 13:57,august,"2023",Kreg,stad3,"2"
Melhus,Kregnesteigen,32V,"7013646","563018",17.08.2023 13:59,august,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013647","563016",17.08.2023 14:02,august,"2023",Kreg,stad3,"5"
Melhus,Kregnesteigen,32V,"7013644","563013",17.08.2023 14:02,august,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013673","563081",17.08.2023 14:12,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013669","563089",17.08.2023 14:13,august,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013650","563216",31.08.2023 14:15,september,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013654","563211",31.08.2023 14:17,september,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013652","563149",31.08.2023 14:24,september,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013652","563156",31.08.2023 14:25,september,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013651","563158",31.08.2023 14:26,september,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013652","563163",31.08.2023 14:28,september,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013650","563164",31.08.2023 14:30,september,"2023",Kreg,stad3,"4"
Melhus,Kregnesteigen,32V,"7013651","563167",31.08.2023 14:31,september,"2023",Kreg,stad3,"4"
Melhus,Kregnesteigen,32V,"7013648","563170",31.08.2023 14:32,september,"2023",Kreg,stad3,"2"
Melhus,Kregnesteigen,32V,"7013647","563167",31.08.2023 14:34,september,"2023",Kreg,stad3,"2"
Melhus,Kregnesteigen,32V,"7013647","563169",31.08.2023 14:35,september,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013652","563172",31.08.2023 14:38,september,"2023",Kreg,stad3,"5"
Melhus,Kregnesteigen,32V,"7013654","563176",31.08.2023 14:39,september,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013656","563167",31.08.2023 14:43,september,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013656","563156",31.08.2023 14:44,september,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013656","563152",31.08.2023 14:45,september,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013667","563093",31.08.2023 14:56,september,"2023",Kreg,stad3,"2"
Melhus,Kregnesteigen,32V,"7013664","563090",31.08.2023 14:57,september,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013677","563067",31.08.2023 14:59,september,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013672","563063",31.08.2023 15:02,september,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013657","563066",31.08.2023 15:11,september,"2023",Kreg,stad3,"10"
Melhus,Kregnesteigen,32V,"7013661","563062",31.08.2023 15:13,september,"2023",Kreg,stad3,"6"
Melhus,Kregnesteigen,32V,"7013662","563060",31.08.2023 15:14,september,"2023",Kreg,stad3,"22"
Melhus,Kregnesteigen,32V,"7013658","563051",31.08.2023 15:19,september,"2023",Kreg,stad3,"3"
Melhus,Kregnesteigen,32V,"7013657","563052",31.08.2023 15:21,september,"2023",Kreg,stad3,"11"
Melhus,Kregnesteigen,32V,"7013654","563051",31.08.2023 15:22,september,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013655","563052",31.08.2023 15:22,september,"2023",Kreg,stad3,"15"
Melhus,Kregnesteigen,32V,"7013654","563052",31.08.2023 15:25,september,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013656","563046",31.08.2023 15:27,september,"2023",Kreg,stad3,"5"
Melhus,Kregnesteigen,32V,"7013658","563043",31.08.2023 15:29,september,"2023",Kreg,stad3,"2"
Melhus,Kregnesteigen,32V,"7013655","563042",31.08.2023 15:31,september,"2023",Kreg,stad3,"7"
Melhus,Kregnesteigen,32V,"7013655","563039",31.08.2023 15:33,september,"2023",Kreg,stad3,"4"
Melhus,Kregnesteigen,32V,"7013655","563035",31.08.2023 15:36,september,"2023",Kreg,stad3,"12"
Melhus,Kregnesteigen,32V,"7013648","563022",31.08.2023 15:47,september,"2023",Kreg,stad3,"4"
Melhus,Kregnesteigen,32V,"7013647","563020",31.08.2023 15:48,september,"2023",Kreg,stad3,"2"
Melhus,Kregnesteigen,32V,"7013650","563021",31.08.2023 15:48,september,"2023",Kreg,stad3,"3"
Melhus,Kregnesteigen,32V,"7013649","563019",31.08.2023 15:48,september,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013647","563016",31.08.2023 15:48,september,"2023",Kreg,stad3,"4"
Melhus,Kregnesteigen,32V,"7013650","562987",31.08.2023 15:49,september,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013665","563079",31.08.2023 16:00,september,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013653","563167",19.06.2023 11:12,juni,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013672","563089",19.06.2023 11:25,juni,"2023",Kreg,stad3,"2"
Melhus,Kregnesteigen,32V,"7013670","563096",19.06.2023 11:28,juni,"2023",Kreg,stad3,"5"
Melhus,Kregnesteigen,32V,"7013664","563081",19.06.2023 11:31,juni,"2023",Kreg,stad3,"8"
Melhus,Kregnesteigen,32V,"7013662","563073",19.06.2023 11:54,juni,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013658","563071",19.06.2023 11:54,juni,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013657","563068",19.06.2023 11:56,juni,"2023",Kreg,stad3,"11"
Melhus,Kregnesteigen,32V,"7013656","563063",19.06.2023 12:00,juni,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013657","563062",19.06.2023 12:01,juni,"2023",Kreg,stad3,"12"
Melhus,Kregnesteigen,32V,"7013656","563059",19.06.2023 12:03,juni,"2023",Kreg,stad3,"1"
Melhus,Kregnesteigen,32V,"7013654","563057",19.06.2023 12:06,juni,"2023",Kreg,stad3,"53"
Melhus,Kregnesteigen,32V,"7013656","563053",19.06.2023 12:09,juni,"2023",Kreg,stad3,"10"
Melhus,Kregnesteigen,32V,"7013655","563051",19.06.2023 12:11,juni,"2023",Kreg,stad3,"3"
Melhus,Kregnesteigen,32V,"7013652","563054",19.06.2023 12:12,juni,"2023",Kreg,stad3,"14"
Melhus,Kregnesteigen,32V,"7013654","563049",19.06.2023 12:24,juni,"2023",Kreg,stad3,"18"
Melhus,Kregnesteigen,32V,"7013652","563046",19.06.2023 12:27,juni,"2023",Kreg,stad3,"12"
Melhus,Kregnesteigen,32V,"7013653","563043",19.06.2023 12:30,juni,"2023",Kreg,stad3,"42"
Melhus,Kregnesteigen,32V,"7013653","563042",19.06.2023 12:32,juni,"2023",Kreg,stad3,"13"
Melhus,Kregnesteigen,32V,"7013651","563042",19.06.2023 12:33,juni,"2023",Kreg,stad3,"34"
Melhus,Kregnesteigen,32V,"7013648","563022",19.06.2023 12:36,juni,"2023",Kreg,stad3,"18"
Melhus,Kregnesteigen,32V,"7013650","563021",19.06.2023 12:38,juni,"2023",Kreg,stad3,"8"
Melhus,Kregnesteigen,32V,"7013649","563019",19.06.2023 12:40,juni,"2023",Kreg,stad3,"32"
Melhus,Kregnesteigen,32V,"7013647","563020",19.06.2023 12:41,juni,"2023",Kreg,stad3,"25"
Melhus,Kregnesteigen,32V,"7013646","563018",19.06.2023 12:44,juni,"2023",Kreg,stad3,"5"
Melhus,Kregnesteigen,32V,"7013647","563016",19.06.2023 12:45,juni,"2023",Kreg,stad3,"3"
Melhus,Kregnesteigen,32V,"7013654","563026",19.06.2023 12:57,juni,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013649","563216",19.07.2023 09:24,juli,"2023",Kreg,stad3,"0"
Melhus,Kregnesteigen,32V,"7013646","563226",19.07.2023 09:26,juli,"2023",Kreg,stad3,"1"
